Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,139,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,20,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,461",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,629,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,030",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,234",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,14,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,662",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,400,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,702",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,575,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,252,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,471,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,594",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,13,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,246",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,097",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,850",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,120",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,830",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,10,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,545",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,630,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,856",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,879",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"14,094",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,220,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,059",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,185",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,8,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,656",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,666",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,195",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,12,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,902",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,030",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,16,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,640",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,22,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,627",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,19,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,217",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,549,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,4,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,850,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,54,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,63,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,550",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,20,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,221",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,532,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,30,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,277",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,7,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,309,10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,2,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,3,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,5,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,1,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,STODDARD,207,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,13,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,STODDARD,207,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,536",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,19,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,391",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,11,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,100",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,25,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,800",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,9,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,29,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,928",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,28,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,972",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,22,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,150",10.6
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,,,0,,HONEY,HONEY - OPERATIONS WITH PRODUCTION,TOTAL,NOT SPECIFIED,6,99.5
CENSUS,2017,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,183",10.6
